avg_child_fitness,avg_elite,avg_mut,avg_off,avg_rand,best_fit,delta_best,generation,mean_mutant_gain,mean_offspring_gain,mut_gain_insertion,mut_gain_rotate,mut_gain_scramble,mut_gain_swap
0.661825672309859,0.6734667067250476,0.6607968999645288,0.6626702455838338,0.6509214341800931,0.6905981591244855,0.0,1,-0.015204299050623,-0.01669944854413393,-0.02371910719568482,-0.012580495861224136,-0.015603763335594299,-0.008505907118856015
0.6707448483915535,0.686934280991677,0.6732546081369003,0.670975421987628,0.6435940824257455,0.6905981591244855,0.0,2,-0.014938839326062658,-0.017625417174602465,-0.016448111629928513,-0.017414732254655358,-0.014224347480427765,-0.007350583315092418
0.6761280611158988,0.6892615251773666,0.6804501806433346,0.6706690914410931,0.6675419976439101,0.7020043261422292,0.011406167017743662,3,-0.008292663490927433,-0.01944916523713767,-0.0054840476302721415,-0.015193240935241548,-0.008901561949807167,-0.006483431251497436
0.6753520071748689,0.6952267302463466,0.6743141329213761,0.677485566888145,0.6510945422642571,0.7034311621971086,0.0014268360548793657,4,-0.021061530356617942,-0.019295526997536488,-0.006920130547375614,-0.026831906002101058,-0.020909532122028045,-0.022316430562765777
0.6814629015174835,0.7007008099177259,0.677318482047913,0.6879608758316595,0.6528107737388181,0.7034311621971086,0.0,5,-0.02365741842825759,-0.012872341039022916,-0.032862754525158855,-0.023461345305562542,-0.023882753206788756,-0.009002219246374343
0.6791637104668474,0.7025468355344309,0.675669252451476,0.6862632193173089,0.6413603820589039,0.7034761666950339,4.5004497925327236e-05,6,-0.02702026668844266,-0.016882575668823757,-0.025907739530552143,-0.03422342491847454,-0.019177029596793287,-0.019012068938001336
0.684046541845359,0.7034401630966934,0.6756720412547021,0.6969142707575334,0.6466800073079533,0.7045771213373421,0.001100954642308194,7,-0.027770372066887667,-0.006530392788952832,-0.03114464150400842,-0.033888740018990816,-0.02544019190732777,-0.0014950591235231014
0.6831160973695438,0.7036873567239106,0.6740084143320277,0.6950392908953952,0.6512827960618373,0.7045771213373421,0.0,8,-0.029566596702755653,-0.008822209924446368,,-0.033358556694357555,-0.028411265137490975,-0.022920698087611286
0.676828400239346,0.7039165485519572,0.6785478154792108,0.6764320441374817,0.6444480153747338,0.7045771213373421,0.0,9,-0.025313685340631144,-0.027979934003514183,-0.039235754100480524,-0.03858455956467991,-0.014553175830679766,-0.02538154145839233
0.6867256863243925,0.7045771213373421,0.6781444191880917,0.6995110851467019,0.6520577245674118,0.7045771213373421,0.0,10,-0.026432702149250514,-0.00506603619064031,-0.01858922222077945,-0.037107823574242506,-0.02256035295303184,-0.010088434725687878
0.6811027922991242,0.7045771213373421,0.6725185119529444,0.6913421821657845,0.6510080251789866,0.7045771213373421,0.0,11,-0.03205860938439757,-0.013234939171557741,-0.026115117073738925,-0.04751238308646222,-0.026840069239534275,-0.030695311213058424
0.6842489332161512,0.7045771213373421,0.673134168551566,0.6998089835286698,0.6461396025032259,0.7045771213373421,0.0,12,-0.03144295278577607,-0.004768137808672324,-0.022473157361024353,-0.03957393490915912,-0.03475748042137128,-0.025111450715200184
